Season,0
1981,106.0
1982,81.0
1983,74.0
1984,57.0
1985,87.0
1986,58.0
1987,90.0
1988,84.0
1989,85.0
1990,97.0
1991,56.0
1992,40.0
1993,73.0
1994,88.0
1995,91.0
1996,70.0
1997,64.0
1998,72.0
1999,64.0
2000,101.0
2001,79.0
2002,104.0
2003,98.0
2004,61.0
2005,98.0
2006,48.0
2007,61.0
2008,87.0
2009,90.0
2010,87.0
2011,73.0
2012,112.0
2013,58.0
2014,69.0
2015,66.0
2016,88.0
2017,84.0
2018,90.0
2019,96.0
2020,117.0
2021,63.0
2022,98.0
2023,82.0
2024,116.0
2025,110.0
2026,105.0
2027,126.0
2028,73.0
2029,88.0
2030,97.0
2031,105.0
2032,87.0
2033,108.0
2034,115.0
2035,90.0
2036,83.0
2037,73.0
2038,87.0
2039,91.0
2040,99.0
2041,91.0
2042,76.0
2043,88.0
2044,106.0
2045,75.0
2046,90.0
2047,107.0
2048,77.0
2049,74.0
2050,99.0
2051,83.0
2052,96.0
2053,116.0
2054,115.0
2055,109.0
2056,58.0
2057,135.0
2058,80.0
2059,96.0
2060,48.0
2061,88.0
2062,116.0
2063,72.0
2064,100.0
2065,112.0
2066,80.0
2067,78.0
2068,103.0
2069,109.0
2070,101.0
2071,88.0
2072,58.0
2073,95.0
2074,103.0
2075,77.0
2076,105.0
2077,123.0
2078,117.0
2079,117.0
2080,89.0
2081,126.0
2082,112.0
2083,85.0
2084,77.0
2085,87.0
2086,88.0
2087,104.0
2088,82.0
2089,98.0
2090,84.0
2091,94.0
2092,102.0
2093,68.0
2094,82.0
2095,91.0
2096,74.0
2097,108.0
2098,86.0
