Xfactor1,xClimateModel,xRCP,x1TmaxThershold,x2TminThershold,scenario,policy,model
3.235462046845438,0.16851301118280282,1.0,-2.7446998393678443,-11.409627292957637,0,0,UZHModel
3.235462046845438,0.16851301118280282,1.0,-3.636587305302063,-9.192620435043796,0,1,UZHModel
