Season,0
1981,46.0
1982,85.0
1983,49.0
1984,64.0
1985,72.0
1986,54.0
1987,71.0
1988,87.0
1989,72.0
1990,85.0
1991,80.0
1992,64.0
1993,61.0
1994,49.0
1995,81.0
1996,66.0
1997,57.0
1998,73.0
1999,66.0
2000,84.0
2001,89.0
2002,64.0
2003,69.0
2004,91.0
2005,67.0
2006,58.0
2007,70.0
2008,74.0
2009,84.0
2010,85.0
2011,82.0
2012,89.0
2013,64.0
2014,86.0
2015,88.0
2016,71.0
2017,81.0
2018,68.0
2019,82.0
2020,84.0
2021,75.0
2022,81.0
2023,80.0
2024,97.0
2025,107.0
2026,87.0
2027,84.0
2028,103.0
2029,109.0
2030,117.0
2031,90.0
2032,108.0
2033,74.0
2034,88.0
2035,81.0
2036,87.0
2037,88.0
2038,97.0
2039,100.0
2040,71.0
2041,104.0
2042,113.0
2043,96.0
2044,91.0
2045,92.0
2046,93.0
2047,81.0
2048,62.0
2049,123.0
2050,98.0
2051,101.0
2052,73.0
2053,130.0
2054,98.0
2055,102.0
2056,98.0
2057,132.0
2058,144.0
2059,96.0
2060,128.0
2061,111.0
2062,92.0
2063,118.0
2064,109.0
2065,112.0
2066,112.0
2067,110.0
2068,125.0
2069,105.0
2070,125.0
2071,101.0
2072,128.0
2073,98.0
2074,127.0
2075,132.0
2076,102.0
2077,135.0
2078,128.0
2079,135.0
2080,141.0
2081,147.0
2082,129.0
2083,113.0
2084,111.0
2085,122.0
2086,138.0
2087,124.0
2088,145.0
2089,117.0
2090,140.0
2091,83.0
2092,112.0
2093,116.0
2094,132.0
2095,155.0
2096,131.0
2097,128.0
2098,129.0
