Season,0
1981,72.0
1982,66.0
1983,54.0
1984,38.0
1985,78.0
1986,67.0
1987,66.0
1988,80.0
1989,71.0
1990,66.0
1991,80.0
1992,67.0
1993,81.0
1994,78.0
1995,77.0
1996,63.0
1997,75.0
1998,73.0
1999,77.0
2000,79.0
2001,65.0
2002,60.0
2003,58.0
2004,54.0
2005,103.0
2006,68.0
2007,47.0
2008,73.0
2009,71.0
2010,91.0
2011,58.0
2012,74.0
2013,101.0
2014,72.0
2015,93.0
2016,67.0
2017,66.0
2018,68.0
2019,94.0
2020,77.0
2021,65.0
2022,97.0
2023,100.0
2024,111.0
2025,108.0
2026,83.0
2027,100.0
2028,84.0
2029,108.0
2030,91.0
2031,69.0
2032,82.0
2033,95.0
2034,74.0
2035,78.0
2036,86.0
2037,67.0
2038,97.0
2039,92.0
2040,114.0
2041,98.0
2042,107.0
2043,86.0
2044,80.0
2045,95.0
2046,93.0
2047,109.0
2048,67.0
2049,104.0
2050,105.0
2051,81.0
2052,103.0
2053,104.0
2054,114.0
2055,105.0
2056,112.0
2057,72.0
2058,92.0
2059,100.0
2060,110.0
2061,106.0
2062,109.0
2063,89.0
2064,114.0
2065,120.0
2066,114.0
2067,103.0
2068,125.0
2069,112.0
2070,136.0
2071,146.0
2072,110.0
2073,119.0
2074,98.0
2075,95.0
2076,120.0
2077,109.0
2078,96.0
2079,131.0
2080,109.0
2081,133.0
2082,134.0
2083,125.0
2084,120.0
2085,137.0
2086,111.0
2087,155.0
2088,144.0
2089,138.0
2090,115.0
2091,141.0
2092,107.0
2093,110.0
2094,139.0
2095,149.0
2096,121.0
2097,132.0
2098,130.0
