Season,0
1981,46.0
1982,39.0
1983,69.0
1984,97.0
1985,69.0
1986,70.0
1987,51.0
1988,59.0
1989,42.0
1990,73.0
1991,77.0
1992,87.0
1993,67.0
1994,53.0
1995,85.0
1996,117.0
1997,79.0
1998,84.0
1999,67.0
2000,108.0
2001,90.0
2002,93.0
2003,97.0
2004,70.0
2005,61.0
2006,76.0
2007,94.0
2008,100.0
2009,71.0
2010,111.0
2011,83.0
2012,54.0
2013,89.0
2014,63.0
2015,64.0
2016,84.0
2017,105.0
2018,50.0
2019,71.0
2020,101.0
2021,89.0
2022,68.0
2023,67.0
2024,65.0
2025,103.0
2026,120.0
2027,84.0
2028,90.0
2029,57.0
2030,82.0
2031,105.0
2032,96.0
2033,94.0
2034,104.0
2035,108.0
2036,68.0
2037,102.0
2038,101.0
2039,109.0
2040,77.0
2041,85.0
2042,100.0
2043,79.0
2044,78.0
2045,97.0
2046,68.0
2047,118.0
2048,99.0
2049,62.0
2050,99.0
2051,90.0
2052,102.0
2053,123.0
2054,125.0
2055,98.0
2056,96.0
2057,103.0
2058,116.0
2059,107.0
2060,68.0
2061,61.0
2062,95.0
2063,85.0
2064,101.0
2065,109.0
2066,72.0
2067,56.0
2068,75.0
2069,91.0
2070,72.0
2071,99.0
2072,83.0
2073,97.0
2074,143.0
2075,85.0
2076,114.0
2077,93.0
2078,95.0
2079,123.0
2080,112.0
2081,71.0
2082,90.0
2083,120.0
2084,109.0
2085,102.0
2086,79.0
2087,90.0
2088,88.0
2089,84.0
2090,92.0
2091,99.0
2092,115.0
2093,116.0
2094,116.0
2095,103.0
2096,138.0
2097,90.0
2098,86.0
