Season,0
1981,60.0
1982,73.0
1983,60.0
1984,56.0
1985,66.0
1986,68.0
1987,80.0
1988,76.0
1989,77.0
1990,60.0
1991,67.0
1992,84.0
1993,105.0
1994,51.0
1995,63.0
1996,62.0
1997,66.0
1998,108.0
1999,79.0
2000,95.0
2001,61.0
2002,59.0
2003,82.0
2004,105.0
2005,63.0
2006,84.0
2007,59.0
2008,67.0
2009,58.0
2010,91.0
2011,74.0
2012,60.0
2013,70.0
2014,84.0
2015,86.0
2016,86.0
2017,94.0
2018,94.0
2019,78.0
2020,62.0
2021,85.0
2022,42.0
2023,58.0
2024,71.0
2025,107.0
2026,63.0
2027,78.0
2028,75.0
2029,64.0
2030,86.0
2031,89.0
2032,73.0
2033,93.0
2034,98.0
2035,101.0
2036,87.0
2037,80.0
2038,72.0
2039,92.0
2040,107.0
2041,120.0
2042,95.0
2043,77.0
2044,102.0
2045,107.0
2046,71.0
2047,87.0
2048,114.0
2049,105.0
2050,100.0
2051,75.0
2052,91.0
2053,109.0
2054,99.0
2055,106.0
2056,91.0
2057,94.0
2058,136.0
2059,135.0
2060,120.0
2061,106.0
2062,124.0
2063,125.0
2064,108.0
2065,96.0
2066,106.0
2067,109.0
2068,102.0
2069,112.0
2070,101.0
2071,99.0
2072,128.0
2073,97.0
2074,134.0
2075,132.0
2076,115.0
2077,144.0
2078,88.0
2079,146.0
2080,98.0
2081,99.0
2082,119.0
2083,122.0
2084,113.0
2085,123.0
2086,126.0
2087,152.0
2088,159.0
2089,143.0
2090,121.0
2091,104.0
2092,143.0
2093,112.0
2094,137.0
2095,135.0
2096,119.0
2097,156.0
2098,120.0
