Season,0
1981,56.0
1982,91.0
1983,52.0
1984,65.0
1985,59.0
1986,88.0
1987,83.0
1988,100.0
1989,78.0
1990,90.0
1991,81.0
1992,69.0
1993,53.0
1994,56.0
1995,54.0
1996,87.0
1997,85.0
1998,73.0
1999,72.0
2000,103.0
2001,88.0
2002,75.0
2003,84.0
2004,90.0
2005,68.0
2006,97.0
2007,96.0
2008,50.0
2009,83.0
2010,98.0
2011,89.0
2012,99.0
2013,121.0
2014,80.0
2015,84.0
2016,87.0
2017,85.0
2018,100.0
2019,82.0
2020,72.0
2021,82.0
2022,69.0
2023,119.0
2024,98.0
2025,73.0
2026,102.0
2027,79.0
2028,94.0
2029,72.0
2030,77.0
2031,87.0
2032,86.0
2033,125.0
2034,88.0
2035,69.0
2036,86.0
2037,79.0
2038,103.0
2039,86.0
2040,87.0
2041,63.0
2042,72.0
2043,77.0
2044,106.0
2045,76.0
2046,92.0
2047,94.0
2048,112.0
2049,108.0
2050,80.0
2051,110.0
2052,114.0
2053,100.0
2054,74.0
2055,82.0
2056,78.0
2057,91.0
2058,81.0
2059,81.0
2060,102.0
2061,95.0
2062,111.0
2063,101.0
2064,86.0
2065,107.0
2066,88.0
2067,110.0
2068,93.0
2069,78.0
2070,122.0
2071,92.0
2072,71.0
2073,81.0
2074,91.0
2075,112.0
2076,98.0
2077,70.0
2078,102.0
2079,113.0
2080,98.0
2081,102.0
2082,91.0
2083,88.0
2084,87.0
2085,118.0
2086,80.0
2087,85.0
2088,109.0
2089,50.0
2090,90.0
2091,85.0
2092,109.0
2093,77.0
2094,100.0
2095,105.0
2096,97.0
2097,105.0
2098,91.0
