Season,0
1981,57.0
1982,92.0
1983,53.0
1984,65.0
1985,60.0
1986,88.0
1987,88.0
1988,102.0
1989,79.0
1990,93.0
1991,84.0
1992,72.0
1993,53.0
1994,58.0
1995,55.0
1996,90.0
1997,85.0
1998,78.0
1999,73.0
2000,107.0
2001,90.0
2002,76.0
2003,84.0
2004,96.0
2005,71.0
2006,101.0
2007,99.0
2008,52.0
2009,85.0
2010,100.0
2011,90.0
2012,99.0
2013,124.0
2014,83.0
2015,86.0
2016,88.0
2017,88.0
2018,102.0
2019,82.0
2020,75.0
2021,82.0
2022,69.0
2023,124.0
2024,101.0
2025,74.0
2026,103.0
2027,82.0
2028,95.0
2029,74.0
2030,80.0
2031,88.0
2032,88.0
2033,130.0
2034,88.0
2035,72.0
2036,86.0
2037,85.0
2038,105.0
2039,87.0
2040,91.0
2041,67.0
2042,75.0
2043,78.0
2044,112.0
2045,77.0
2046,94.0
2047,97.0
2048,114.0
2049,112.0
2050,83.0
2051,114.0
2052,119.0
2053,101.0
2054,78.0
2055,86.0
2056,81.0
2057,91.0
2058,83.0
2059,84.0
2060,103.0
2061,97.0
2062,113.0
2063,102.0
2064,89.0
2065,107.0
2066,94.0
2067,110.0
2068,95.0
2069,82.0
2070,124.0
2071,96.0
2072,72.0
2073,81.0
2074,94.0
2075,114.0
2076,104.0
2077,73.0
2078,102.0
2079,114.0
2080,101.0
2081,103.0
2082,92.0
2083,89.0
2084,90.0
2085,118.0
2086,81.0
2087,85.0
2088,111.0
2089,54.0
2090,91.0
2091,87.0
2092,111.0
2093,79.0
2094,102.0
2095,106.0
2096,97.0
2097,107.0
2098,94.0
