Season,0
1981,51.0
1982,44.0
1983,57.0
1984,65.0
1985,71.0
1986,101.0
1987,80.0
1988,93.0
1989,82.0
1990,76.0
1991,89.0
1992,81.0
1993,102.0
1994,54.0
1995,81.0
1996,68.0
1997,87.0
1998,58.0
1999,70.0
2000,105.0
2001,86.0
2002,83.0
2003,68.0
2004,98.0
2005,104.0
2006,75.0
2007,113.0
2008,67.0
2009,79.0
2010,67.0
2011,112.0
2012,105.0
2013,97.0
2014,63.0
2015,115.0
2016,68.0
2017,80.0
2018,87.0
2019,70.0
2020,103.0
2021,73.0
2022,93.0
2023,80.0
2024,105.0
2025,100.0
2026,57.0
2027,81.0
2028,86.0
2029,114.0
2030,100.0
2031,95.0
2032,80.0
2033,81.0
2034,80.0
2035,50.0
2036,101.0
2037,95.0
2038,136.0
2039,119.0
2040,88.0
2041,107.0
2042,83.0
2043,102.0
2044,97.0
2045,82.0
2046,82.0
2047,87.0
2048,110.0
2049,82.0
2050,107.0
2051,100.0
2052,109.0
2053,102.0
2054,139.0
2055,120.0
2056,46.0
2057,98.0
2058,115.0
2059,103.0
2060,124.0
2061,106.0
2062,91.0
2063,89.0
2064,83.0
2065,108.0
2066,132.0
2067,94.0
2068,96.0
2069,87.0
2070,125.0
2071,115.0
2072,98.0
2073,112.0
2074,97.0
2075,126.0
2076,100.0
2077,135.0
2078,100.0
2079,115.0
2080,101.0
2081,126.0
2082,95.0
2083,103.0
2084,117.0
2085,99.0
2086,116.0
2087,107.0
2088,88.0
2089,120.0
2090,144.0
2091,117.0
2092,103.0
2093,129.0
2094,101.0
2095,134.0
2096,122.0
2097,138.0
2098,118.0
