Season,0
1981,66.0
1982,86.0
1983,62.0
1984,43.0
1985,63.0
1986,86.0
1987,63.0
1988,75.0
1989,69.0
1990,59.0
1991,77.0
1992,65.0
1993,61.0
1994,86.0
1995,74.0
1996,57.0
1997,54.0
1998,55.0
1999,73.0
2000,101.0
2001,62.0
2002,69.0
2003,85.0
2004,101.0
2005,91.0
2006,40.0
2007,81.0
2008,95.0
2009,63.0
2010,67.0
2011,82.0
2012,69.0
2013,43.0
2014,78.0
2015,80.0
2016,78.0
2017,58.0
2018,89.0
2019,92.0
2020,113.0
2021,76.0
2022,53.0
2023,68.0
2024,100.0
2025,78.0
2026,97.0
2027,72.0
2028,46.0
2029,73.0
2030,60.0
2031,90.0
2032,64.0
2033,101.0
2034,110.0
2035,86.0
2036,96.0
2037,63.0
2038,98.0
2039,79.0
2040,83.0
2041,100.0
2042,64.0
2043,114.0
2044,94.0
2045,67.0
2046,76.0
2047,93.0
2048,108.0
2049,109.0
2050,90.0
2051,65.0
2052,68.0
2053,110.0
2054,87.0
2055,113.0
2056,63.0
2057,89.0
2058,100.0
2059,79.0
2060,42.0
2061,76.0
2062,89.0
2063,99.0
2064,76.0
2065,80.0
2066,91.0
2067,100.0
2068,91.0
2069,71.0
2070,94.0
2071,83.0
2072,102.0
2073,116.0
2074,74.0
2075,99.0
2076,80.0
2077,58.0
2078,92.0
2079,140.0
2080,98.0
2081,85.0
2082,50.0
2083,57.0
2084,83.0
2085,100.0
2086,78.0
2087,60.0
2088,103.0
2089,69.0
2090,104.0
2091,109.0
2092,104.0
2093,44.0
2094,82.0
2095,72.0
2096,87.0
2097,75.0
2098,84.0
