Season,0
1981,71.0
1982,97.0
1983,74.0
1984,55.0
1985,69.0
1986,93.0
1987,71.0
1988,85.0
1989,81.0
1990,68.0
1991,90.0
1992,68.0
1993,73.0
1994,97.0
1995,76.0
1996,70.0
1997,65.0
1998,66.0
1999,81.0
2000,109.0
2001,76.0
2002,76.0
2003,98.0
2004,105.0
2005,98.0
2006,48.0
2007,88.0
2008,99.0
2009,72.0
2010,75.0
2011,89.0
2012,79.0
2013,53.0
2014,96.0
2015,87.0
2016,87.0
2017,67.0
2018,102.0
2019,103.0
2020,127.0
2021,84.0
2022,61.0
2023,74.0
2024,110.0
2025,85.0
2026,98.0
2027,78.0
2028,63.0
2029,83.0
2030,69.0
2031,98.0
2032,77.0
2033,110.0
2034,122.0
2035,91.0
2036,105.0
2037,73.0
2038,105.0
2039,82.0
2040,91.0
2041,109.0
2042,72.0
2043,120.0
2044,106.0
2045,77.0
2046,93.0
2047,104.0
2048,115.0
2049,120.0
2050,97.0
2051,73.0
2052,76.0
2053,113.0
2054,97.0
2055,119.0
2056,74.0
2057,90.0
2058,111.0
2059,85.0
2060,48.0
2061,85.0
2062,100.0
2063,110.0
2064,83.0
2065,87.0
2066,102.0
2067,110.0
2068,95.0
2069,86.0
2070,98.0
2071,89.0
2072,107.0
2073,121.0
2074,82.0
2075,108.0
2076,90.0
2077,70.0
2078,103.0
2079,145.0
2080,104.0
2081,91.0
2082,60.0
2083,69.0
2084,91.0
2085,108.0
2086,87.0
2087,73.0
2088,112.0
2089,75.0
2090,115.0
2091,121.0
2092,111.0
2093,51.0
2094,93.0
2095,86.0
2096,93.0
2097,81.0
2098,88.0
