Season,0
1981,79.0
1982,70.0
1983,61.0
1984,42.0
1985,82.0
1986,72.0
1987,74.0
1988,89.0
1989,72.0
1990,71.0
1991,83.0
1992,71.0
1993,85.0
1994,88.0
1995,80.0
1996,69.0
1997,81.0
1998,78.0
1999,85.0
2000,87.0
2001,69.0
2002,64.0
2003,65.0
2004,58.0
2005,109.0
2006,71.0
2007,55.0
2008,83.0
2009,77.0
2010,93.0
2011,61.0
2012,77.0
2013,104.0
2014,78.0
2015,98.0
2016,69.0
2017,69.0
2018,71.0
2019,97.0
2020,82.0
2021,71.0
2022,99.0
2023,105.0
2024,116.0
2025,110.0
2026,91.0
2027,103.0
2028,90.0
2029,112.0
2030,96.0
2031,79.0
2032,84.0
2033,99.0
2034,76.0
2035,85.0
2036,94.0
2037,73.0
2038,99.0
2039,97.0
2040,124.0
2041,99.0
2042,112.0
2043,93.0
2044,84.0
2045,97.0
2046,100.0
2047,111.0
2048,75.0
2049,106.0
2050,108.0
2051,85.0
2052,110.0
2053,107.0
2054,125.0
2055,107.0
2056,117.0
2057,78.0
2058,97.0
2059,110.0
2060,117.0
2061,110.0
2062,114.0
2063,92.0
2064,121.0
2065,130.0
2066,116.0
2067,106.0
2068,134.0
2069,121.0
2070,142.0
2071,147.0
2072,112.0
2073,121.0
2074,100.0
2075,98.0
2076,128.0
2077,116.0
2078,105.0
2079,137.0
2080,111.0
2081,136.0
2082,138.0
2083,130.0
2084,128.0
2085,140.0
2086,114.0
2087,159.0
2088,150.0
2089,140.0
2090,121.0
2091,145.0
2092,116.0
2093,116.0
2094,143.0
2095,153.0
2096,128.0
2097,143.0
2098,136.0
