Season,0
1981,103.0
1982,67.0
1983,57.0
1984,78.0
1985,52.0
1986,53.0
1987,80.0
1988,89.0
1989,82.0
1990,91.0
1991,52.0
1992,61.0
1993,67.0
1994,87.0
1995,87.0
1996,71.0
1997,85.0
1998,63.0
1999,93.0
2000,98.0
2001,79.0
2002,99.0
2003,97.0
2004,65.0
2005,67.0
2006,78.0
2007,93.0
2008,97.0
2009,97.0
2010,99.0
2011,86.0
2012,95.0
2013,88.0
2014,118.0
2015,82.0
2016,94.0
2017,81.0
2018,108.0
2019,92.0
2020,109.0
2021,122.0
2022,88.0
2023,72.0
2024,119.0
2025,110.0
2026,83.0
2027,77.0
2028,91.0
2029,85.0
2030,87.0
2031,111.0
2032,72.0
2033,78.0
2034,77.0
2035,68.0
2036,85.0
2037,106.0
2038,85.0
2039,104.0
2040,80.0
2041,69.0
2042,98.0
2043,87.0
2044,105.0
2045,85.0
2046,90.0
2047,90.0
2048,88.0
2049,77.0
2050,122.0
2051,90.0
2052,67.0
2053,117.0
2054,79.0
2055,63.0
2056,112.0
2057,80.0
2058,103.0
2059,105.0
2060,95.0
2061,112.0
2062,79.0
2063,115.0
2064,91.0
2065,123.0
2066,110.0
2067,78.0
2068,101.0
2069,94.0
2070,100.0
2071,70.0
2072,99.0
2073,105.0
2074,87.0
2075,75.0
2076,116.0
2077,122.0
2078,91.0
2079,79.0
2080,87.0
2081,105.0
2082,92.0
2083,118.0
2084,92.0
2085,106.0
2086,77.0
2087,80.0
2088,119.0
2089,120.0
2090,121.0
2091,123.0
2092,91.0
2093,83.0
2094,80.0
2095,113.0
2096,113.0
2097,106.0
2098,86.0
