Season,0
1981,106.0
1982,72.0
1983,59.0
1984,81.0
1985,54.0
1986,53.0
1987,84.0
1988,93.0
1989,84.0
1990,93.0
1991,56.0
1992,66.0
1993,69.0
1994,88.0
1995,91.0
1996,74.0
1997,85.0
1998,68.0
1999,95.0
2000,101.0
2001,84.0
2002,102.0
2003,101.0
2004,68.0
2005,71.0
2006,80.0
2007,98.0
2008,103.0
2009,100.0
2010,101.0
2011,90.0
2012,99.0
2013,91.0
2014,123.0
2015,86.0
2016,99.0
2017,84.0
2018,114.0
2019,99.0
2020,113.0
2021,127.0
2022,88.0
2023,77.0
2024,120.0
2025,111.0
2026,85.0
2027,82.0
2028,96.0
2029,90.0
2030,97.0
2031,115.0
2032,77.0
2033,82.0
2034,81.0
2035,68.0
2036,88.0
2037,109.0
2038,89.0
2039,105.0
2040,85.0
2041,73.0
2042,101.0
2043,89.0
2044,112.0
2045,88.0
2046,94.0
2047,97.0
2048,92.0
2049,82.0
2050,124.0
2051,93.0
2052,73.0
2053,124.0
2054,86.0
2055,65.0
2056,119.0
2057,84.0
2058,106.0
2059,109.0
2060,98.0
2061,118.0
2062,80.0
2063,118.0
2064,93.0
2065,126.0
2066,114.0
2067,78.0
2068,105.0
2069,98.0
2070,101.0
2071,75.0
2072,107.0
2073,109.0
2074,89.0
2075,77.0
2076,120.0
2077,130.0
2078,96.0
2079,80.0
2080,89.0
2081,109.0
2082,96.0
2083,121.0
2084,97.0
2085,111.0
2086,83.0
2087,87.0
2088,125.0
2089,120.0
2090,125.0
2091,125.0
2092,97.0
2093,88.0
2094,83.0
2095,118.0
2096,115.0
2097,111.0
2098,92.0
