Season,0
1981,40.0
1982,32.0
1983,47.0
1984,54.0
1985,63.0
1986,96.0
1987,66.0
1988,85.0
1989,76.0
1990,65.0
1991,79.0
1992,72.0
1993,95.0
1994,46.0
1995,74.0
1996,54.0
1997,80.0
1998,51.0
1999,61.0
2000,98.0
2001,79.0
2002,77.0
2003,61.0
2004,90.0
2005,93.0
2006,59.0
2007,106.0
2008,57.0
2009,68.0
2010,62.0
2011,102.0
2012,96.0
2013,82.0
2014,53.0
2015,105.0
2016,59.0
2017,69.0
2018,76.0
2019,60.0
2020,95.0
2021,67.0
2022,86.0
2023,67.0
2024,95.0
2025,88.0
2026,49.0
2027,71.0
2028,78.0
2029,101.0
2030,94.0
2031,83.0
2032,67.0
2033,68.0
2034,64.0
2035,44.0
2036,96.0
2037,88.0
2038,127.0
2039,108.0
2040,78.0
2041,89.0
2042,74.0
2043,93.0
2044,90.0
2045,71.0
2046,71.0
2047,80.0
2048,88.0
2049,76.0
2050,99.0
2051,90.0
2052,97.0
2053,91.0
2054,127.0
2055,107.0
2056,39.0
2057,90.0
2058,106.0
2059,96.0
2060,119.0
2061,94.0
2062,75.0
2063,81.0
2064,72.0
2065,99.0
2066,123.0
2067,93.0
2068,91.0
2069,76.0
2070,120.0
2071,103.0
2072,88.0
2073,103.0
2074,92.0
2075,119.0
2076,88.0
2077,128.0
2078,93.0
2079,111.0
2080,90.0
2081,117.0
2082,84.0
2083,87.0
2084,106.0
2085,85.0
2086,115.0
2087,97.0
2088,79.0
2089,110.0
2090,139.0
2091,107.0
2092,93.0
2093,120.0
2094,96.0
2095,129.0
2096,106.0
2097,128.0
2098,110.0
