Season,0
1981,48.0
1982,41.0
1983,52.0
1984,63.0
1985,69.0
1986,98.0
1987,77.0
1988,90.0
1989,81.0
1990,73.0
1991,84.0
1992,78.0
1993,98.0
1994,52.0
1995,79.0
1996,64.0
1997,84.0
1998,56.0
1999,68.0
2000,103.0
2001,81.0
2002,82.0
2003,66.0
2004,95.0
2005,103.0
2006,69.0
2007,112.0
2008,63.0
2009,75.0
2010,66.0
2011,111.0
2012,100.0
2013,91.0
2014,60.0
2015,111.0
2016,67.0
2017,75.0
2018,83.0
2019,70.0
2020,102.0
2021,72.0
2022,90.0
2023,80.0
2024,101.0
2025,97.0
2026,55.0
2027,79.0
2028,84.0
2029,114.0
2030,100.0
2031,93.0
2032,77.0
2033,79.0
2034,77.0
2035,49.0
2036,99.0
2037,94.0
2038,133.0
2039,116.0
2040,86.0
2041,102.0
2042,83.0
2043,100.0
2044,96.0
2045,79.0
2046,78.0
2047,83.0
2048,104.0
2049,81.0
2050,103.0
2051,99.0
2052,107.0
2053,100.0
2054,135.0
2055,118.0
2056,45.0
2057,97.0
2058,113.0
2059,102.0
2060,121.0
2061,105.0
2062,89.0
2063,89.0
2064,80.0
2065,102.0
2066,131.0
2067,94.0
2068,94.0
2069,85.0
2070,125.0
2071,114.0
2072,96.0
2073,111.0
2074,96.0
2075,123.0
2076,98.0
2077,133.0
2078,94.0
2079,114.0
2080,100.0
2081,122.0
2082,91.0
2083,98.0
2084,116.0
2085,94.0
2086,115.0
2087,103.0
2088,84.0
2089,118.0
2090,142.0
2091,114.0
2092,101.0
2093,126.0
2094,99.0
2095,134.0
2096,118.0
2097,138.0
2098,115.0
