Xfactor1,xClimateModel,xRCP,x1TmaxThershold,x2TminThershold,scenario,policy,model
3.2823916529271733,0.16198196206050675,1.0,22.202165618868,9.294323285915004,0,0,UZHModel
3.2823916529271733,0.16198196206050675,1.0,22.51567781069388,9.02418056485693,0,1,UZHModel
